project_id,project_name,donor,implementing_partner,country,province,district,village,gps_lat,gps_long,household_id,gender_head,household_size,children_u5,pregnant_lactating,disability_status,displacement_status,assessment_date,food_security_score,wash_access_score,nutrition_risk_score,priority_level,vulnerability_category,targeted,registration_date,sector,modality,distribution_date,assistance_type,assistance_value_usd,received_assistance,quantity_received,distribution_complete,post_food_security_score,post_wash_access_score,outcome_change,pdm_date,satisfaction_level,used_as_intended,coping_strategy_index,reported_issues,complaint_submitted,complaint_type,resolved,resolution_time_days,enumerator_id,data_collection_tool,survey_round,submission_timestamp
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Bagrami,Village-28,34.00338,71.77673,HH-10014,Male,8,3,Yes,No,Returnee,2024-10-22,36,69,3,Low,Extreme,Yes,2024-10-22,WASH,In-kind,2024-11-06,Multi-purpose assistance,120,Yes,4,Yes,42,70,6,2024-12-03,5,No,14,Quantity issue,No,,,,EN-5,Kobo,Endline,2024-10-23 19:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-36,35.66745,69.91162,HH-10015,Male,9,4,No,No,Returnee,2024-03-30,56,58,2,Low,High,Yes,2024-03-30,Nutrition,In-kind,2024-04-14,Multi-purpose assistance,80,Yes,3,Yes,70,76,14,2024-06-07,4,Yes,12,Quantity issue,No,,,,EN-10,Kobo,Baseline,2024-03-30 10:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Kabul City,Village-27,35.77227,70.72701,HH-10016,Female,10,3,Yes,Yes,Host,2024-05-05,59,30,1,Medium,Extreme,Yes,2024-05-05,Nutrition,In-kind,2024-05-20,Multi-purpose assistance,150,Yes,4,Yes,66,61,7,2024-07-04,3,Yes,19,None,No,,,,EN-26,SurveyCTO,Endline,2024-05-06 5:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-17,35.50355,71.51959,HH-10017,Female,11,3,Yes,No,Returnee,2024-08-16,30,34,3,High,High,Yes,2024-08-16,WASH,Voucher,2024-08-31,Multi-purpose assistance,150,Yes,1,Yes,50,64,20,2024-11-11,3,Yes,17,Quantity issue,No,,,,EN-5,Kobo,Baseline,2024-08-17 3:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-27,34.77895,71.30939,HH-10018,Male,12,3,No,Yes,Returnee,2024-10-04,46,49,4,Medium,Moderate,Yes,2024-10-04,Protection,In-kind,2024-10-19,Multi-purpose assistance,80,Yes,4,Yes,52,67,6,2024-12-02,4,Yes,20,None,Yes,Staff Conduct,Yes,13,EN-22,SurveyCTO,Baseline,2024-10-05 6:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-43,34.0542,70.92825,HH-10019,Male,10,1,Yes,No,Returnee,2024-09-30,45,50,2,Medium,High,Yes,2024-09-30,WASH,Voucher,2024-10-15,Multi-purpose assistance,120,Yes,4,Yes,68,68,23,2024-10-31,2,Yes,5,Quantity issue,No,,,,EN-18,Kobo,Endline,2024-09-30 15:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-2,35.24267,69.71563,HH-10020,Female,4,4,Yes,No,Host,2024-01-21,21,46,3,High,Moderate,Yes,2024-01-21,Protection,In-kind,2024-02-05,Multi-purpose assistance,150,Yes,1,Yes,33,84,12,2024-04-08,3,Yes,8,Quantity issue,Yes,Exclusion,Yes,12,EN-19,SurveyCTO,Endline,2024-01-22 22:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Injil,Village-37,35.56527,70.04161,HH-10021,Female,8,0,No,Yes,Returnee,2024-05-04,39,61,1,Medium,High,Yes,2024-05-04,Health,In-kind,2024-05-19,Multi-purpose assistance,80,Yes,4,Yes,63,65,24,2024-06-09,4,No,22,Minor delay,Yes,Staff Conduct,Yes,16,EN-27,SurveyCTO,Endline,2024-05-04 16:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Bagrami,Village-43,34.75798,69.0861,HH-10022,Female,5,3,Yes,No,Returnee,2024-08-18,49,51,3,Low,Moderate,Yes,2024-08-18,WASH,In-kind,2024-09-02,Multi-purpose assistance,80,Yes,5,Yes,72,90,23,2024-10-02,3,Yes,12,Quantity issue,No,,,,EN-14,SurveyCTO,Baseline,2024-08-19 21:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-15,34.8088,69.72992,HH-10023,Female,10,4,No,No,Host,2024-09-08,21,65,3,Medium,Moderate,Yes,2024-09-08,Health,Voucher,2024-09-23,Multi-purpose assistance,120,Yes,3,Yes,28,67,7,2024-11-05,2,No,11,Minor delay,No,,,,EN-4,Kobo,Baseline,2024-09-08 14:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-19,34.45497,69.53832,HH-10024,Male,11,1,No,Yes,IDP,2024-09-25,38,65,3,Low,Extreme,Yes,2024-09-25,Health,Cash,2024-10-10,Multi-purpose assistance,80,Yes,5,Yes,46,69,8,2024-12-02,5,Yes,19,Minor delay,Yes,Quality,Yes,4,EN-9,SurveyCTO,Baseline,2024-09-25 5:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-10,35.62228,71.84738,HH-10025,Male,6,0,No,No,Host,2024-02-07,60,69,2,Low,High,Yes,2024-02-07,Health,Voucher,2024-02-22,Multi-purpose assistance,120,Yes,5,Yes,66,73,6,2024-04-13,4,No,24,None,Yes,,Yes,26,EN-4,Kobo,Baseline,2024-02-07 17:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Kabul City,Village-1,34.81704,71.06811,HH-10026,Female,7,0,Yes,No,Host,2024-05-02,55,48,4,High,Moderate,Yes,2024-05-02,Nutrition,Voucher,2024-05-17,Multi-purpose assistance,150,Yes,5,Yes,62,81,7,2024-06-12,3,Yes,8,Quantity issue,Yes,Quality,Yes,23,EN-5,SurveyCTO,Baseline,2024-05-02 5:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Kabul City,Village-8,34.9374,69.91227,HH-10027,Female,7,4,No,No,IDP,2024-06-06,56,68,1,Medium,Moderate,Yes,2024-06-06,WASH,In-kind,2024-06-21,Multi-purpose assistance,120,Yes,1,Yes,70,62,14,2024-08-13,3,No,23,Quantity issue,No,,,,EN-1,SurveyCTO,Baseline,2024-06-06 12:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-28,35.26957,70.47518,HH-10028,Male,10,2,No,No,Returnee,2024-08-14,37,36,2,Medium,High,Yes,2024-08-14,Health,Voucher,2024-08-29,Multi-purpose assistance,150,Yes,4,Yes,47,86,10,2024-11-10,2,Yes,7,Minor delay,No,,,,EN-9,SurveyCTO,Baseline,2024-08-15 2:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-34,34.72356,71.26933,HH-10029,Female,3,1,No,No,IDP,2024-10-04,46,48,4,Low,High,Yes,2024-10-04,Food Security,Cash,2024-10-19,Multi-purpose assistance,150,Yes,5,Yes,52,85,6,2024-12-02,3,No,10,Minor delay,Yes,,Yes,3,EN-18,SurveyCTO,Baseline,2024-10-04 15:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Bagrami,Village-19,35.01774,69.82027,HH-10030,Female,10,1,No,No,IDP,2024-03-01,29,54,2,Low,Moderate,Yes,2024-03-01,Nutrition,Cash,2024-03-16,Multi-purpose assistance,120,Yes,4,Yes,49,70,20,2024-05-11,4,Yes,14,Quantity issue,No,,,,EN-10,SurveyCTO,Baseline,2024-03-02 5:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-21,35.7392,71.94232,HH-10031,Male,12,3,Yes,No,IDP,2024-06-19,54,50,4,Low,High,Yes,2024-06-19,Health,In-kind,2024-07-04,Multi-purpose assistance,150,Yes,2,Yes,71,75,17,2024-08-23,2,Yes,21,Quantity issue,No,,,,EN-11,Kobo,Endline,2024-06-19 7:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Mazar-e-Sharif,Village-17,34.67712,71.07811,HH-10032,Male,8,4,No,No,Host,2024-03-14,29,61,5,High,Moderate,Yes,2024-03-14,Food Security,Cash,2024-03-29,Multi-purpose assistance,150,Yes,3,Yes,36,67,7,2024-05-09,2,Yes,8,Quantity issue,No,,,,EN-23,Kobo,Endline,2024-03-14 11:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Jalalabad,Village-24,34.86137,69.73259,HH-10033,Female,12,1,Yes,Yes,IDP,2024-01-24,23,69,4,Low,Moderate,Yes,2024-01-24,Nutrition,Voucher,2024-02-08,Multi-purpose assistance,150,Yes,2,Yes,37,67,14,2024-03-14,5,No,13,Minor delay,No,,,,EN-9,Kobo,Endline,2024-01-24 19:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Injil,Village-41,35.92406,71.07094,HH-10034,Female,7,1,No,No,IDP,2024-08-14,42,45,4,Low,High,Yes,2024-08-14,Protection,Voucher,2024-08-29,Multi-purpose assistance,150,Yes,3,Yes,65,60,23,2024-11-12,5,Yes,5,Quantity issue,No,,,,EN-28,Kobo,Endline,2024-08-14 19:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-17,35.35553,71.16279,HH-10035,Male,4,0,No,No,IDP,2024-06-29,60,67,3,Low,Extreme,Yes,2024-06-29,Food Security,Voucher,2024-07-14,Multi-purpose assistance,120,Yes,4,Yes,71,65,11,2024-08-12,3,Yes,22,Minor delay,No,,,,EN-17,SurveyCTO,Baseline,2024-06-29 17:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-10,35.5083,69.67684,HH-10036,Female,11,2,Yes,No,IDP,2024-06-22,27,46,5,High,High,Yes,2024-06-22,WASH,In-kind,2024-07-07,Multi-purpose assistance,150,Yes,3,Yes,46,78,19,2024-09-11,5,No,16,None,Yes,Quality,Yes,18,EN-1,SurveyCTO,Baseline,2024-06-23 18:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-8,34.27955,71.83878,HH-10037,Female,10,0,Yes,Yes,Host,2024-08-25,39,38,4,Medium,High,Yes,2024-08-25,Protection,Voucher,2024-09-09,Multi-purpose assistance,150,Yes,2,Yes,64,88,25,2024-11-21,5,No,8,Minor delay,No,,,,EN-20,SurveyCTO,Endline,2024-08-25 3:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Jalalabad,Village-44,34.73467,71.70509,HH-10038,Female,3,3,No,Yes,IDP,2024-08-15,35,59,1,Low,Extreme,Yes,2024-08-15,Protection,Cash,2024-08-30,Multi-purpose assistance,80,Yes,3,Yes,51,67,16,2024-10-12,3,No,11,None,Yes,,Yes,9,EN-19,Kobo,Baseline,2024-08-15 22:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-17,35.59703,69.32978,HH-10039,Male,5,0,No,Yes,Host,2024-01-02,29,50,1,High,High,Yes,2024-01-02,Food Security,Cash,2024-01-17,Multi-purpose assistance,150,Yes,4,Yes,38,76,9,2024-02-18,2,No,7,Minor delay,No,,,,EN-15,SurveyCTO,Baseline,2024-01-03 5:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-42,35.92805,69.18248,HH-10040,Female,9,3,Yes,No,Host,2024-01-23,53,58,1,High,High,Yes,2024-01-23,Protection,Cash,2024-02-07,Multi-purpose assistance,80,Yes,2,Yes,67,68,14,2024-04-08,4,Yes,24,Quantity issue,No,,,,EN-10,SurveyCTO,Endline,2024-01-23 7:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-15,34.82763,71.48226,HH-10041,Female,9,0,No,No,Returnee,2024-10-09,33,46,3,High,Moderate,Yes,2024-10-09,Health,Cash,2024-10-24,Multi-purpose assistance,80,Yes,1,Yes,51,62,18,2024-12-24,5,Yes,16,None,No,,,,EN-18,Kobo,Endline,2024-10-10 19:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Bagrami,Village-39,34.6249,69.3108,HH-10042,Male,5,3,Yes,Yes,Returnee,2024-06-30,47,65,3,High,High,Yes,2024-06-30,Protection,Cash,2024-07-15,Multi-purpose assistance,120,Yes,5,Yes,53,84,6,2024-09-23,2,No,13,None,No,,,,EN-6,SurveyCTO,Endline,2024-06-30 22:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Jalalabad,Village-26,34.13917,71.22291,HH-10043,Male,4,4,Yes,No,Returnee,2024-04-02,29,59,3,High,High,Yes,2024-04-02,WASH,In-kind,2024-04-17,Multi-purpose assistance,120,Yes,5,Yes,52,79,23,2024-06-26,2,Yes,9,None,No,,,,EN-25,Kobo,Baseline,2024-04-02 18:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-18,34.43114,70.53704,HH-10044,Female,9,0,No,No,Host,2024-08-05,58,67,4,Low,Moderate,Yes,2024-08-05,WASH,Cash,2024-08-20,Multi-purpose assistance,80,Yes,4,Yes,77,79,19,2024-10-05,2,Yes,11,Minor delay,No,,,,EN-7,Kobo,Endline,2024-08-05 19:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Jalalabad,Village-25,35.06516,69.69033,HH-10045,Female,4,3,Yes,No,IDP,2024-01-04,47,59,1,Medium,Moderate,Yes,2024-01-04,Health,In-kind,2024-01-19,Multi-purpose assistance,120,Yes,4,Yes,57,69,10,2024-03-05,2,Yes,5,Minor delay,Yes,Quality,Yes,28,EN-20,SurveyCTO,Endline,2024-01-04 6:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Mazar-e-Sharif,Village-6,34.79153,69.93082,HH-10046,Female,6,2,Yes,Yes,Host,2024-05-04,57,70,1,Low,Moderate,Yes,2024-05-04,Nutrition,Voucher,2024-05-19,Multi-purpose assistance,120,Yes,2,Yes,74,67,17,2024-06-30,2,Yes,13,None,No,,,,EN-6,Kobo,Baseline,2024-05-04 12:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-37,35.28598,71.9596,HH-10047,Female,8,1,No,Yes,Returnee,2024-10-15,57,58,3,Medium,Moderate,Yes,2024-10-15,Food Security,Voucher,2024-10-30,Multi-purpose assistance,150,Yes,1,Yes,76,69,19,2025-01-01,5,Yes,6,None,No,,,,EN-12,SurveyCTO,Baseline,2024-10-16 18:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-48,35.79175,70.3492,HH-10048,Male,8,4,No,No,IDP,2024-09-16,49,33,4,High,High,Yes,2024-09-16,Food Security,In-kind,2024-10-01,Multi-purpose assistance,150,Yes,2,Yes,72,61,23,2024-11-09,3,No,19,Minor delay,No,,,,EN-17,Kobo,Endline,2024-09-17 0:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Surkh Rod,Village-41,35.29461,69.19774,HH-10049,Male,11,3,No,No,Host,2024-07-28,41,68,2,Medium,Extreme,Yes,2024-07-28,Protection,In-kind,2024-08-12,Multi-purpose assistance,80,Yes,3,Yes,65,69,24,2024-10-15,5,Yes,24,Quantity issue,Yes,Exclusion,Yes,12,EN-18,SurveyCTO,Endline,2024-07-28 9:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-20,34.36053,69.64258,HH-10050,Female,6,1,Yes,Yes,IDP,2024-08-04,43,48,1,Low,Moderate,Yes,2024-08-04,Protection,Cash,2024-08-19,Multi-purpose assistance,150,Yes,3,Yes,48,88,5,2024-10-05,3,No,17,None,No,,,,EN-6,Kobo,Baseline,2024-08-05 23:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Mazar-e-Sharif,Village-19,35.50478,71.3514,HH-10051,Male,11,1,No,No,IDP,2024-07-29,35,53,5,Medium,High,Yes,2024-07-29,WASH,Voucher,2024-08-13,Multi-purpose assistance,150,Yes,5,Yes,54,73,19,2024-09-20,3,Yes,24,None,No,,,,EN-28,SurveyCTO,Baseline,2024-07-30 18:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-19,34.16775,69.48094,HH-10052,Female,11,1,No,Yes,IDP,2024-10-10,26,58,3,High,High,Yes,2024-10-10,Food Security,Voucher,2024-10-25,Multi-purpose assistance,150,Yes,3,Yes,47,67,21,2025-01-07,5,Yes,16,None,Yes,Exclusion,Yes,13,EN-30,Kobo,Endline,2024-10-10 10:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Injil,Village-31,34.8972,69.01575,HH-10053,Male,3,2,Yes,Yes,Host,2024-05-26,50,68,5,Medium,Extreme,Yes,2024-05-26,WASH,Cash,2024-06-10,Multi-purpose assistance,120,Yes,1,Yes,59,61,9,2024-08-22,3,Yes,25,Quantity issue,No,,,,EN-15,Kobo,Baseline,2024-05-27 8:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-28,34.00313,70.05845,HH-10054,Female,5,0,No,Yes,Host,2024-09-20,35,64,5,Low,Moderate,Yes,2024-09-20,Food Security,Voucher,2024-10-05,Multi-purpose assistance,120,Yes,1,Yes,44,80,9,2024-11-25,5,Yes,13,Quantity issue,No,,,,EN-1,SurveyCTO,Baseline,2024-09-20 23:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-3,34.7046,70.01564,HH-10055,Male,10,3,Yes,Yes,IDP,2024-02-23,57,59,1,Medium,Extreme,Yes,2024-02-23,Food Security,Cash,2024-03-09,Multi-purpose assistance,80,Yes,3,Yes,72,89,15,2024-05-12,4,No,17,Quantity issue,Yes,Staff Conduct,Yes,11,EN-2,Kobo,Endline,2024-02-23 23:00:00
